Date,Route_ID,Route_Name,Time_Slot,Weather_Condition,Temperature_C_x,Rainfall_mm_x,Passenger_Count,Year,Month,Day,Hour,Rainfall_mm_y,SolarRadiation_Wm2,Temperature_C_y,WindSpeed_mps,WindDirection_deg,Live_Congestion,Usual_Congestion,Live_Speed_kmph,Delay_Minutes,Accident_Risk_Level
2025-01-02,R2,Majestic to BTM,Afternoon,Cloudy,28.6,0.0,43,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R2,Majestic to BTM,Evening,Foggy,25.9,0.0,86,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R2,Majestic to BTM,Night,Cloudy,23.2,0.0,32,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R3,Silk Board to Hebbal,Morning,Rainy,26.5,9.4,181,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R3,Silk Board to Hebbal,Afternoon,Sunny,27.8,0.0,94,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R3,Silk Board to Hebbal,Evening,Rainy,31.1,9.4,206,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R3,Silk Board to Hebbal,Night,Rainy,21.5,4.8,117,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R4,KR Market to Yeshwantpur,Morning,Foggy,26.1,0.0,119,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R4,KR Market to Yeshwantpur,Afternoon,Rainy,32.9,5.1,64,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R4,KR Market to Yeshwantpur,Evening,Cloudy,24.7,0.0,54,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R4,KR Market to Yeshwantpur,Night,Sunny,30.8,0.0,45,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R5,Banashankari to ITPL,Morning,Foggy,29.8,0.0,117,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R5,Banashankari to ITPL,Afternoon,Rainy,28.9,6.7,124,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R5,Banashankari to ITPL,Evening,Sunny,24.5,0.0,70,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R5,Banashankari to ITPL,Night,Sunny,26.5,0.0,42,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R6,Electronic City to Majestic,Morning,Sunny,30.7,0.0,181,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R6,Electronic City to Majestic,Afternoon,Foggy,31.3,0.0,161,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R6,Electronic City to Majestic,Evening,Sunny,32.2,0.0,98,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R6,Electronic City to Majestic,Night,Foggy,32.3,0.0,106,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R7,BTM to Marathahalli,Morning,Sunny,28.3,0.0,96,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R7,BTM to Marathahalli,Afternoon,Sunny,27.5,0.0,37,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R7,BTM to Marathahalli,Evening,Cloudy,31.4,0.0,90,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R7,BTM to Marathahalli,Night,Cloudy,30.8,0.0,53,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R8,Majestic to Airport,Morning,Sunny,30.4,0.0,275,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R8,Majestic to Airport,Afternoon,Cloudy,27.7,0.0,114,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R8,Majestic to Airport,Evening,Rainy,32.4,2.5,327,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R8,Majestic to Airport,Night,Sunny,21.0,0.0,171,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R9,Madiwala to Peenya,Morning,Rainy,28.1,5.5,195,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R9,Madiwala to Peenya,Afternoon,Rainy,24.2,1.2,147,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R9,Madiwala to Peenya,Evening,Rainy,31.9,6.9,166,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R9,Madiwala to Peenya,Night,Sunny,21.8,0.0,109,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R10,Koramangala to MG Road,Morning,Foggy,27.9,0.0,47,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R10,Koramangala to MG Road,Afternoon,Foggy,31.0,0.0,12,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R10,Koramangala to MG Road,Evening,Cloudy,27.4,0.0,36,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-02,R10,Koramangala to MG Road,Night,Sunny,31.3,0.0,18,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R1,Majestic to Whitefield,Morning,Rainy,23.8,8.6,128,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R1,Majestic to Whitefield,Afternoon,Cloudy,21.3,0.0,73,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R1,Majestic to Whitefield,Evening,Rainy,22.6,5.8,183,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R1,Majestic to Whitefield,Night,Rainy,23.6,4.0,81,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R2,Majestic to BTM,Morning,Sunny,20.0,0.0,89,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R2,Majestic to BTM,Afternoon,Sunny,28.1,0.0,43,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R2,Majestic to BTM,Evening,Rainy,21.1,6.5,86,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R2,Majestic to BTM,Night,Sunny,22.2,0.0,35,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R3,Silk Board to Hebbal,Morning,Cloudy,23.1,0.0,169,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R3,Silk Board to Hebbal,Afternoon,Rainy,22.7,8.1,75,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R3,Silk Board to Hebbal,Evening,Sunny,29.1,0.0,91,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R3,Silk Board to Hebbal,Night,Cloudy,31.4,0.0,90,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R4,KR Market to Yeshwantpur,Morning,Sunny,33.0,0.0,87,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R4,KR Market to Yeshwantpur,Afternoon,Cloudy,24.0,0.0,56,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R4,KR Market to Yeshwantpur,Evening,Sunny,24.7,0.0,70,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R4,KR Market to Yeshwantpur,Night,Sunny,20.3,0.0,69,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R5,Banashankari to ITPL,Morning,Rainy,28.6,5.5,125,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R5,Banashankari to ITPL,Afternoon,Cloudy,30.5,0.0,92,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R5,Banashankari to ITPL,Evening,Sunny,30.4,0.0,148,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R5,Banashankari to ITPL,Night,Rainy,24.6,4.8,66,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R6,Electronic City to Majestic,Morning,Rainy,25.6,4.7,254,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R6,Electronic City to Majestic,Afternoon,Sunny,22.0,0.0,126,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R6,Electronic City to Majestic,Evening,Cloudy,28.1,0.0,187,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R6,Electronic City to Majestic,Night,Sunny,30.4,0.0,135,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R7,BTM to Marathahalli,Morning,Rainy,29.3,5.9,86,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R7,BTM to Marathahalli,Afternoon,Foggy,21.8,0.0,34,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R7,BTM to Marathahalli,Evening,Foggy,29.0,0.0,76,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R7,BTM to Marathahalli,Night,Cloudy,22.8,0.0,45,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R8,Majestic to Airport,Morning,Rainy,20.2,5.4,320,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R8,Majestic to Airport,Afternoon,Cloudy,30.2,0.0,173,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R8,Majestic to Airport,Evening,Sunny,28.6,0.0,205,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R8,Majestic to Airport,Night,Foggy,29.3,0.0,189,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R9,Madiwala to Peenya,Morning,Foggy,26.8,0.0,218,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R9,Madiwala to Peenya,Afternoon,Cloudy,21.1,0.0,120,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R9,Madiwala to Peenya,Evening,Sunny,28.5,0.0,97,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R9,Madiwala to Peenya,Night,Foggy,27.8,0.0,53,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R10,Koramangala to MG Road,Morning,Sunny,27.9,0.0,32,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R10,Koramangala to MG Road,Afternoon,Rainy,31.4,9.9,53,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R10,Koramangala to MG Road,Evening,Rainy,31.2,8.1,54,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-03,R10,Koramangala to MG Road,Night,Sunny,21.8,0.0,26,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R1,Majestic to Whitefield,Morning,Cloudy,25.3,0.0,186,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R1,Majestic to Whitefield,Afternoon,Rainy,24.7,3.3,150,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R1,Majestic to Whitefield,Evening,Sunny,21.7,0.0,218,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R1,Majestic to Whitefield,Night,Rainy,28.7,8.3,136,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R2,Majestic to BTM,Morning,Cloudy,28.4,0.0,68,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R2,Majestic to BTM,Afternoon,Cloudy,31.1,0.0,19,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R2,Majestic to BTM,Evening,Sunny,26.6,0.0,70,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R2,Majestic to BTM,Night,Sunny,32.3,0.0,19,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R3,Silk Board to Hebbal,Morning,Sunny,24.7,0.0,202,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R3,Silk Board to Hebbal,Afternoon,Cloudy,23.4,0.0,74,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R3,Silk Board to Hebbal,Evening,Cloudy,32.4,0.0,152,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R3,Silk Board to Hebbal,Night,Rainy,25.9,0.1,108,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R4,KR Market to Yeshwantpur,Morning,Cloudy,22.1,0.0,87,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R4,KR Market to Yeshwantpur,Afternoon,Cloudy,23.4,0.0,80,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R4,KR Market to Yeshwantpur,Evening,Rainy,23.3,2.3,58,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R4,KR Market to Yeshwantpur,Night,Cloudy,27.7,0.0,70,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R5,Banashankari to ITPL,Morning,Cloudy,32.5,0.0,183,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R5,Banashankari to ITPL,Afternoon,Cloudy,31.3,0.0,78,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R5,Banashankari to ITPL,Evening,Sunny,21.7,0.0,143,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R5,Banashankari to ITPL,Night,Foggy,24.4,0.0,58,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R6,Electronic City to Majestic,Morning,Cloudy,30.5,0.0,176,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R6,Electronic City to Majestic,Afternoon,Sunny,23.4,0.0,126,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R6,Electronic City to Majestic,Evening,Foggy,30.8,0.0,188,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R6,Electronic City to Majestic,Night,Foggy,20.1,0.0,68,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R7,BTM to Marathahalli,Morning,Foggy,20.9,0.0,67,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R7,BTM to Marathahalli,Afternoon,Rainy,32.3,8.4,75,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R7,BTM to Marathahalli,Evening,Rainy,21.1,5.2,82,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R7,BTM to Marathahalli,Night,Rainy,28.8,7.1,36,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R8,Majestic to Airport,Morning,Cloudy,25.7,0.0,222,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R8,Majestic to Airport,Afternoon,Cloudy,24.5,0.0,229,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R8,Majestic to Airport,Evening,Rainy,22.1,1.7,287,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R8,Majestic to Airport,Night,Sunny,31.6,0.0,168,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R9,Madiwala to Peenya,Morning,Foggy,30.4,0.0,192,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R9,Madiwala to Peenya,Afternoon,Rainy,32.0,6.0,129,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R9,Madiwala to Peenya,Evening,Rainy,26.5,9.2,150,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R9,Madiwala to Peenya,Night,Rainy,29.0,4.9,130,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R10,Koramangala to MG Road,Morning,Sunny,22.6,0.0,57,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R10,Koramangala to MG Road,Afternoon,Sunny,29.3,0.0,27,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R10,Koramangala to MG Road,Evening,Rainy,25.5,4.6,38,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-04,R10,Koramangala to MG Road,Night,Rainy,20.9,7.2,29,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-05,R1,Majestic to Whitefield,Morning,Cloudy,24.6,0.0,114,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-05,R1,Majestic to Whitefield,Afternoon,Sunny,22.9,0.0,113,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-05,R1,Majestic to Whitefield,Evening,Foggy,25.1,0.0,199,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-05,R1,Majestic to Whitefield,Night,Cloudy,23.0,0.0,76,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
2025-01-05,R2,Majestic to BTM,Morning,Sunny,31.2,0.0,37,2025.0,1.0,1.0,9.0,,,,,,58.0,50.0,15.5,7.5,Medium
